"campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,CTR,Conversion_rate,ROAS,Cost_per_Conversion,Campaign_Profit"
"966908,Membership Drive,2024-06-10,All,App,4621,828,30,2344.47,4609.71,3.04,17.918199523912573,3.6231884057971016,1.9662055816453188,78.14899999999999,2265.2400000000002"
"780511,Category Promotion,2024-06-10,Premium,Sms,6298,478,23,3960.47,5612.42,2.59,7.5897110193712285,4.811715481171548,1.4171095854784912,172.19434782608695,1651.9500000000003"
"344444,App Push Notification,2024-06-10,All,App,8820,813,20,3961.21,5302.11,2.2,9.217687074829932,2.4600246002460024,1.3385076782094358,198.0605,1340.8999999999996"
"807142,Email Campaign,2024-06-10,New Users,Social Media,9263,753,24,3493.33,8458.35,3.97,8.129115837201772,3.187250996015936,2.4212857073336904,145.55541666666667,4965.02"
"654809,Referral Program,2024-06-10,New Users,Sms,6756,673,20,4965.22,7409.79,2.08,9.961515689757253,2.9717682020802374,1.492338708053218,248.26100000000002,2444.5699999999997"
"808327,New User Discount,2024-06-09,Premium,Social Media,7819,101,18,3540.78,5825.03,2.04,1.2917252845632434,17.82178217821782,1.6451262151277402,196.71,2284.2499999999995"
"384485,Weekend Special,2024-06-09,All,App,1650,113,25,4786.99,2548.86,2.87,6.848484848484848,22.123893805309734,0.5324556767404988,191.4796,-2238.1299999999997"
"308132,Festival Offer,2024-06-09,All,App,1550,180,66,1681.47,8836.41,3.04,11.612903225806452,36.666666666666664,5.25516958375707,25.47681818181818,7154.94"
"348245,Flash Sale,2024-06-09,New Users,Email,3667,764,44,2934.13,4935.82,3.91,20.8344695936733,5.7591623036649215,1.6822090364094295,66.68477272727273,2001.6899999999996"
"25291,Membership Drive,2024-06-09,New Users,Email,1432,983,90,2871.1,3458.28,1.88,68.64525139664805,9.155645981688707,1.2045139493573893,31.90111111111111,587.1800000000003"
"976693,Category Promotion,2024-06-09,Premium,Sms,5669,240,49,2458.19,7492.08,2.68,4.233550890809667,20.416666666666668,3.0478034651511883,50.167142857142856,5033.889999999999"
"375231,App Push Notification,2024-06-09,All,Sms,2454,768,36,2924.82,5370.16,1.51,31.295843520782395,4.6875,1.8360651253752367,81.245,2445.3399999999997"
"65236,Email Campaign,2024-06-09,Premium,Sms,7079,890,63,2827.12,7304.56,2.16,12.57239723124735,7.078651685393258,2.5837460029995194,44.874920634920635,4477.4400000000005"
"969401,Referral Program,2024-06-09,Inactive,Email,7518,415,25,1221.96,6326.84,1.66,5.520085129023677,6.024096385542169,5.1776162885855515,48.8784,5104.88"
"676008,New User Discount,2024-06-08,Inactive,Email,7222,122,84,1816.73,5457.83,1.57,1.689282747161451,68.85245901639344,3.0042053579783454,21.627738095238094,3641.1"
"641598,Weekend Special,2024-06-08,Inactive,Email,4746,124,68,4014.48,7456.39,3.12,2.6127265065318164,54.83870967741935,1.8573738068193142,59.0364705882353,3441.9100000000003"
"565487,Festival Offer,2024-06-08,New Users,App,7525,121,22,2225.67,5581.15,2.38,1.6079734219269104,18.181818181818183,2.507626916838525,101.16681818181819,3355.4799999999996"
"878794,Flash Sale,2024-06-08,Inactive,Sms,3860,988,53,4893.48,5807.62,2.33,25.59585492227979,5.364372469635628,1.1868077523561964,92.32981132075471,914.1400000000003"
"784473,Membership Drive,2024-06-08,Inactive,App,7019,613,99,4591.25,9426.05,3.58,8.733437811654083,16.150081566068515,2.0530465559488156,46.37626262626262,4834.799999999999"
"594934,Category Promotion,2024-06-08,Premium,Sms,8582,345,95,4085.63,6226.65,2.37,4.020041948263808,27.536231884057973,1.5240366846728655,43.00663157894737,2141.0199999999995"
"933590,App Push Notification,2024-06-08,New Users,App,1037,811,60,2507.04,4518.31,3.51,78.20636451301833,7.398273736128237,1.8022488671899932,41.784,2011.2700000000004"
"929968,Email Campaign,2024-06-08,Inactive,Social Media,6472,687,30,4714.39,8678.56,3.23,10.61495673671199,4.366812227074235,1.840865944480622,157.14633333333333,3964.169999999999"
"890988,Referral Program,2024-06-08,Premium,Social Media,1098,722,39,1919.2,6066.41,3.43,65.7559198542805,5.401662049861495,3.160905585660692,49.21025641025641,4147.21"
"704329,New User Discount,2024-06-07,Inactive,Sms,7018,497,30,3185.37,2718.84,1.87,7.081789683670562,6.036217303822937,0.8535397771687434,106.179,-466.52999999999975"
"981287,Weekend Special,2024-06-07,Premium,Social Media,6495,456,28,2681.53,9586.18,2.57,7.020785219399538,6.140350877192982,3.5748919460158937,95.76892857142857,6904.65"
"146905,Festival Offer,2024-06-07,New Users,Social Media,9781,554,59,2921.25,4715.48,3.0,5.664042531438503,10.649819494584838,1.6141994009413776,49.51271186440678,1794.2299999999996"
"235115,Flash Sale,2024-06-07,Inactive,Email,6167,804,100,3259.39,8399.93,3.02,13.037133127939029,12.437810945273633,2.5771478712274383,32.5939,5140.540000000001"
"128851,Membership Drive,2024-06-07,Premium,Social Media,2570,866,91,1388.23,5569.03,2.42,33.69649805447471,10.508083140877599,4.011604705272181,15.255274725274726,4180.799999999999"
"320418,Category Promotion,2024-06-07,Premium,Sms,7590,953,68,3132.26,7771.38,2.83,12.555994729907773,7.135362014690451,2.481077560611188,46.06264705882353,4639.12"
"919298,App Push Notification,2024-06-07,Premium,Sms,4261,377,16,2117.69,4160.18,3.36,8.847688336071345,4.244031830238726,1.9644896089607073,132.355625,2042.4900000000002"
"707155,Email Campaign,2024-06-07,Premium,Sms,9062,682,29,1547.79,8395.27,3.87,7.525932465239461,4.252199413489736,5.424036852544596,53.372068965517244,6847.4800000000005"
"754781,Referral Program,2024-06-07,Inactive,Email,2194,139,35,1335.58,9851.91,2.84,6.3354603463992705,25.179856115107913,7.376503092289492,38.15942857142857,8516.33"
"744858,New User Discount,2024-06-06,Premium,App,6332,989,37,3657.88,8777.23,2.79,15.619077700568539,3.741152679474216,2.399540170809321,98.86162162162162,5119.349999999999"
"375841,Weekend Special,2024-06-06,New Users,App,4981,727,47,1713.11,2545.72,1.92,14.595462758482233,6.464924346629987,1.4860224970959248,36.44914893617021,832.6099999999999"
"624823,Festival Offer,2024-06-06,Inactive,App,6728,159,26,3038.14,7181.02,1.63,2.363258026159334,16.352201257861633,2.363623796138427,116.85153846153845,4142.880000000001"
"508505,Flash Sale,2024-06-06,All,App,2977,907,10,2944.7,6826.89,3.46,30.466912999664093,1.1025358324145533,2.3183651984922067,294.46999999999997,3882.1900000000005"
"281824,Membership Drive,2024-06-06,New Users,Sms,1890,576,79,1548.34,3110.04,1.54,30.476190476190478,13.715277777777779,2.008628595786455,19.599240506329114,1561.7"
"405953,Category Promotion,2024-06-06,Inactive,Sms,2474,293,48,4888.58,4937.64,2.4,11.843168957154406,16.38225255972696,1.0100356340696073,101.84541666666667,49.0600000000004"
"672603,App Push Notification,2024-06-06,New Users,Email,7179,543,92,2799.67,5515.45,1.7,7.563727538654409,16.94290976058932,1.9700357542138893,30.431195652173916,2715.7799999999997"
"18694,Email Campaign,2024-06-06,All,Email,1630,984,12,2678.92,3340.67,2.68,60.368098159509195,1.2195121951219512,1.2470211876427815,223.24333333333334,661.75"
"339441,Referral Program,2024-06-06,Inactive,Sms,3926,697,20,3245.81,8853.3,3.17,17.753438614365766,2.8694404591104736,2.7276088249158144,162.2905,5607.49"
"481626,New User Discount,2024-06-05,New Users,Social Media,3978,259,96,1085.61,8925.35,3.98,6.510809451985923,37.06563706563706,8.221506802627095,11.308437499999998,7839.740000000001"
"297626,Weekend Special,2024-06-05,Premium,Social Media,1366,905,62,4880.16,4900.71,3.97,66.25183016105417,6.850828729281767,1.0042109275105735,78.71225806451612,20.550000000000182"
"412097,Festival Offer,2024-06-05,All,Sms,1967,628,91,3008.33,5466.2,2.26,31.926792069140824,14.490445859872612,1.8170214039018326,33.058571428571426,2457.87"
"687063,Flash Sale,2024-06-05,Inactive,Social Media,4071,519,17,3692.65,8849.1,2.77,12.748710390567428,3.275529865125241,2.396409082907939,217.21470588235294,5156.450000000001"
"718667,Membership Drive,2024-06-05,All,Social Media,6928,614,51,2853.89,7300.29,3.41,8.862586605080832,8.306188925081432,2.558013798709831,55.95862745098039,4446.4"
"363025,Category Promotion,2024-06-05,All,App,1036,346,25,4369.75,4444.4,2.21,33.397683397683394,7.225433526011561,1.0170833571714628,174.79,74.64999999999964"
"211677,App Push Notification,2024-06-05,All,App,3290,634,44,4335.94,3974.74,2.54,19.27051671732523,6.940063091482649,0.9166962642471991,98.5440909090909,-361.1999999999998"
"348287,Email Campaign,2024-06-05,Premium,Social Media,1287,273,19,4745.85,4524.7,3.38,21.21212121212121,6.95970695970696,0.9534013927958109,249.78157894736844,-221.15000000000055"
"432669,Referral Program,2024-06-05,Inactive,Sms,7687,956,100,2724.67,5754.35,2.55,12.436581241056329,10.460251046025103,2.111943831730081,27.2467,3029.6800000000003"
"234550,New User Discount,2024-06-04,Inactive,Sms,2592,184,73,2469.58,2234.18,1.82,7.098765432098765,39.67391304347826,0.9046801480413673,33.82986301369863,-235.4000000000001"
"722587,Weekend Special,2024-06-04,All,App,8171,533,30,2917.86,7377.55,3.89,6.523069391751315,5.628517823639775,2.528411232889858,97.262,4459.6900000000005"
"918271,Festival Offer,2024-06-04,Inactive,Sms,7037,880,44,4910.55,2034.19,2.16,12.505328975415662,5.0,0.4142489130545458,111.6034090909091,-2876.36"
"195122,Flash Sale,2024-06-04,All,Sms,4763,343,68,2407.11,3641.06,3.99,7.201343690951082,19.825072886297377,1.5126271753264287,35.398676470588235,1233.9499999999998"
"973637,Membership Drive,2024-06-04,All,Email,2282,998,82,3833.86,4764.6,2.14,43.73356704645048,8.216432865731463,1.2427683848653837,46.75439024390244,930.7400000000002"
"152034,Category Promotion,2024-06-04,All,App,5838,260,14,4527.48,3310.02,3.54,4.453579993148338,5.384615384615385,0.7310954438230539,323.39142857142855,-1217.4599999999996"
"5729,App Push Notification,2024-06-04,Inactive,Email,8765,129,26,3726.59,9818.5,1.91,1.4717626925270964,20.155038759689923,2.6347143098650507,143.33038461538462,6091.91"
"830680,Email Campaign,2024-06-04,Inactive,Social Media,7306,399,10,3053.81,6673.01,3.01,5.461264713933753,2.506265664160401,2.1851424941302833,305.381,3619.2000000000003"
"354764,Referral Program,2024-06-04,Premium,Email,2233,388,63,4997.04,3859.06,3.9,17.375727720555307,16.237113402061855,0.772269183356547,79.31809523809524,-1137.98"
"49547,New User Discount,2024-06-03,Premium,App,3026,753,38,1095.88,9553.84,3.02,24.884335756774618,5.046480743691899,8.717961820637296,28.838947368421056,8457.96"
"124508,Weekend Special,2024-06-03,Premium,Social Media,4152,824,35,1928.86,5590.53,2.94,19.845857418111752,4.247572815533981,2.8983596528519437,55.11028571428571,3661.67"
"702001,Festival Offer,2024-06-03,New Users,App,9906,746,98,3766.66,9983.15,3.35,7.5307894205532,13.136729222520108,2.6503984962805243,38.43530612244898,6216.49"
"488006,Flash Sale,2024-06-03,New Users,App,3201,653,75,3663.37,9926.03,2.17,20.399875039050297,11.485451761102604,2.7095352093837097,48.84493333333333,6262.660000000001"
"603959,Membership Drive,2024-06-03,New Users,Email,8271,752,40,1525.76,4664.93,2.21,9.092008221496796,5.319148936170213,3.0574467806208054,38.144,3139.17"
"745651,Category Promotion,2024-06-03,Inactive,Email,3741,826,92,1071.88,6597.82,1.99,22.079657845495856,11.138014527845035,6.155371869985445,11.650869565217393,5525.94"
"172480,App Push Notification,2024-06-03,All,Social Media,5433,351,40,4331.18,3667.32,2.96,6.460519050248481,11.396011396011396,0.8467253727621572,108.27950000000001,-663.8600000000001"
"33724,Email Campaign,2024-06-03,All,Sms,8430,407,94,3823.75,8414.96,2.96,4.827995255041519,23.095823095823096,2.2007087283425952,40.6781914893617,4591.209999999999"
"943447,Referral Program,2024-06-03,Inactive,Sms,9746,242,33,2643.68,5576.64,2.18,2.4830699774266365,13.636363636363635,2.1094232282273198,80.11151515151515,2932.9600000000005"
"420285,New User Discount,2024-06-02,New Users,Email,2184,105,80,2927.73,3922.66,1.86,4.807692307692308,76.19047619047619,1.3398298340352424,36.596625,994.9299999999998"
"858509,Weekend Special,2024-06-02,Inactive,App,4746,737,68,4369.56,8198.02,2.78,15.528866413822165,9.226594301221166,1.8761660212927618,64.25823529411765,3828.46"
"952449,Festival Offer,2024-06-02,New Users,App,1685,135,50,3684.59,9597.45,3.24,8.011869436201781,37.03703703703704,2.604753853210262,73.6918,5912.860000000001"
"769859,Flash Sale,2024-06-02,Inactive,Social Media,4619,486,91,2900.85,3778.16,1.86,10.52175795626759,18.72427983539095,1.3024320457796852,31.877472527472527,877.31"
"204496,Membership Drive,2024-06-02,All,App,4808,813,38,4662.18,5822.25,1.51,16.909317803660564,4.674046740467404,1.2488256566670526,122.68894736842105,1160.0699999999997"
"649620,Category Promotion,2024-06-02,New Users,Sms,9293,599,62,1378.69,3965.39,1.7,6.445711826105671,10.35058430717863,2.8762013215443645,22.23693548387097,2586.7"
"111747,App Push Notification,2024-06-02,New Users,App,5559,183,94,3507.19,2744.81,2.35,3.291958985429034,51.36612021857923,0.7826236958932935,37.310531914893616,-762.3800000000001"
"563343,Email Campaign,2024-06-02,All,Email,1949,409,63,1500.05,7895.21,3.29,20.985120574653667,15.403422982885084,5.263297890070331,23.81031746031746,6395.16"
"118663,Referral Program,2024-06-02,Premium,Sms,3415,711,10,2963.69,5601.87,2.18,20.8199121522694,1.4064697609001406,1.8901673251925808,296.369,2638.18"
"271495,New User Discount,2024-06-01,New Users,Sms,6942,305,100,2047.84,3509.55,2.97,4.393546528377989,32.78688524590164,1.713781350105477,20.4784,1461.7100000000003"
"824636,Weekend Special,2024-06-01,New Users,Email,5422,139,89,1173.15,6427.89,3.43,2.563629656953154,64.02877697841727,5.479171461449942,13.181460674157304,5254.74"
"812857,Festival Offer,2024-06-01,Premium,App,7733,620,89,2661.21,6946.81,3.47,8.017586964955386,14.35483870967742,2.610395271323947,29.90123595505618,4285.6"
"673246,Flash Sale,2024-06-01,New Users,Social Media,2545,655,11,1180.0,9174.31,3.21,25.736738703339885,1.6793893129770994,7.774838983050847,107.27272727272727,7994.3099999999995"
"884572,Membership Drive,2024-06-01,Inactive,App,6228,252,85,1703.76,6520.52,1.82,4.046242774566474,33.730158730158735,3.8271352772690994,20.044235294117648,4816.76"
"431185,Category Promotion,2024-06-01,All,Email,2060,811,74,2139.41,9822.99,3.86,39.368932038834956,9.124537607891492,4.5914481095255235,28.910945945945944,7683.58"
"219845,App Push Notification,2024-06-01,Inactive,Email,4208,623,41,3648.4,7627.63,3.58,14.80513307984791,6.5810593900481535,2.090678105470891,88.98536585365854,3979.23"
"132038,Email Campaign,2024-06-01,All,Sms,7918,900,53,3043.36,4177.74,2.28,11.366506693609498,5.888888888888888,1.372739340728668,57.42188679245283,1134.3799999999997"
"541547,Referral Program,2024-06-01,Premium,Email,5673,981,67,3117.59,3188.92,1.99,17.292437863564253,6.829765545361875,1.0228798527067382,46.531194029850745,71.32999999999993"
"775730,New User Discount,2024-05-31,Premium,Social Media,4731,211,73,4532.65,7797.87,2.69,4.45994504333122,34.59715639810427,1.720377703992146,62.091095890410955,3265.2200000000003"
"664086,Weekend Special,2024-05-31,New Users,Email,1839,275,78,3678.48,7503.51,2.6,14.953779227841219,28.363636363636363,2.039839825145169,47.160000000000004,3825.03"
"681561,Festival Offer,2024-05-31,All,Email,1005,965,36,1889.78,9872.14,2.26,96.01990049751244,3.730569948186528,5.223962577654541,52.49388888888889,7982.36"
"655452,Flash Sale,2024-05-31,All,Email,8106,947,65,3846.49,9915.58,1.74,11.682704169750801,6.863780359028511,2.5778254980514705,59.176769230769224,6069.09"
"804483,Membership Drive,2024-05-31,New Users,Email,2394,956,38,3105.31,3706.84,3.52,39.93316624895572,3.9748953974895396,1.1937101287794134,81.71868421052632,601.5300000000002"
"911776,Category Promotion,2024-05-31,New Users,Sms,9390,550,69,2436.13,6675.19,3.9,5.857294994675186,12.545454545454545,2.7400795524048385,35.30623188405797,4239.0599999999995"
"999008,App Push Notification,2024-05-31,Inactive,Social Media,9416,275,95,3133.47,4146.24,2.76,2.9205607476635516,34.54545454545455,1.3232103706114946,32.9838947368421,1012.77"
"617674,Email Campaign,2024-05-31,Premium,Sms,4049,906,40,4336.37,2714.01,3.79,22.375895282785873,4.415011037527594,0.6258714085744529,108.40925,-1622.3599999999997"
"180547,Referral Program,2024-05-31,Inactive,App,4350,223,75,2835.05,7092.4,2.01,5.126436781609196,33.6322869955157,2.5016842736459672,37.80066666666667,4257.349999999999"
"484910,New User Discount,2024-05-30,Inactive,Social Media,7822,146,69,3143.17,5513.92,1.82,1.866530299156226,47.26027397260274,1.754254462851198,45.5531884057971,2370.75"
"139432,Weekend Special,2024-05-30,Premium,Social Media,3725,539,83,3265.29,4586.61,2.49,14.469798657718123,15.398886827458256,1.4046562479902243,39.340843373493975,1321.3199999999997"
"916073,Festival Offer,2024-05-30,New Users,Social Media,6976,999,97,1802.42,5517.86,3.59,14.32052752293578,9.70970970970971,3.0613619467160813,18.581649484536083,3715.4399999999996"
"696401,Flash Sale,2024-05-30,Premium,Email,5937,413,68,3664.01,2980.37,3.51,6.956375273707259,16.46489104116223,0.8134175397992909,53.8825,-683.6400000000003"
"694431,Membership Drive,2024-05-30,Inactive,App,2235,766,24,4290.47,5220.15,2.05,34.272930648769574,3.1331592689295036,1.216684885338902,178.76958333333334,929.6799999999994"
"580451,Category Promotion,2024-05-30,New Users,Social Media,5317,577,13,3816.91,6395.96,2.02,10.851984201617453,2.2530329289428077,1.6756905454936062,293.60846153846154,2579.05"
"489018,App Push Notification,2024-05-30,New Users,Email,7706,570,81,3652.09,7212.39,2.45,7.396833636127692,14.210526315789473,1.9748664463362076,45.08753086419753,3560.3"
"344638,Email Campaign,2024-05-30,Inactive,Email,3995,650,87,3227.51,9128.77,2.55,16.270337922403,13.384615384615383,2.8284250087528777,37.09781609195402,5901.26"
"323250,Referral Program,2024-05-30,New Users,App,8369,527,70,2306.91,6267.08,1.56,6.297048631855658,13.282732447817835,2.7166556129194466,32.95585714285714,3960.17"
"273062,New User Discount,2024-05-29,All,Email,9985,117,16,3230.73,2233.02,2.85,1.171757636454682,13.675213675213676,0.6911812500580364,201.920625,-997.71"
"16093,Weekend Special,2024-05-29,Inactive,Social Media,3736,419,54,2562.77,5829.56,1.62,11.215203426124196,12.887828162291171,2.2747105670817125,47.458703703703705,3266.7900000000004"
"269827,Festival Offer,2024-05-29,All,Email,6147,368,67,2499.88,9309.53,3.52,5.9866601594273625,18.206521739130434,3.723990751556075,37.31164179104478,6809.650000000001"
"627356,Flash Sale,2024-05-29,All,App,3096,460,32,4239.04,5571.6,1.58,14.857881136950905,6.956521739130435,1.3143541934022798,132.47,1332.5600000000004"
"386172,Membership Drive,2024-05-29,Inactive,Email,9309,442,54,1722.77,3993.35,2.33,4.748093243098077,12.217194570135746,2.3179820869878163,31.903148148148148,2270.58"
"573841,Category Promotion,2024-05-29,All,Social Media,4863,475,26,4923.46,9663.19,1.75,9.767633148262389,5.473684210526316,1.9626827474987103,189.36384615384617,4739.7300000000005"
"3645,App Push Notification,2024-05-29,All,App,2629,264,34,4888.62,7441.19,3.93,10.0418410041841,12.878787878787879,1.5221453089010804,143.7829411764706,2552.5699999999997"
"557702,Email Campaign,2024-05-29,Inactive,Social Media,7270,807,83,4689.12,6369.69,3.95,11.10041265474553,10.285006195786865,1.3583977377418364,56.49542168674699,1680.5699999999997"
"120282,Referral Program,2024-05-29,Inactive,Email,7974,581,16,2079.43,8487.78,3.43,7.286180085277151,2.753872633390706,4.081782026805423,129.964375,6408.35"
"829717,New User Discount,2024-05-28,All,App,2151,804,80,2462.83,3762.8,2.14,37.37796373779637,9.950248756218906,1.5278358636203069,30.785375,1299.9700000000003"
"971055,Weekend Special,2024-05-28,Inactive,Email,2396,133,30,1595.61,9937.91,3.65,5.550918196994992,22.55639097744361,6.228282600384806,53.187,8342.3"
"379543,Festival Offer,2024-05-28,Inactive,App,8203,349,39,1592.96,9765.37,2.74,4.254541021577472,11.174785100286533,6.1303297006830055,40.845128205128205,8172.410000000001"
"971881,Flash Sale,2024-05-28,New Users,Social Media,9986,102,70,1033.75,5378.34,3.98,1.021430002002804,68.62745098039215,5.202747279322854,14.767857142857142,4344.59"
"715825,Membership Drive,2024-05-28,All,App,7300,277,73,3040.87,2648.77,3.24,3.7945205479452055,26.353790613718413,0.8710566383962485,41.65575342465753,-392.0999999999999"
"339915,Category Promotion,2024-05-28,Premium,Social Media,7977,197,65,2422.6,6155.28,3.09,2.469600100288329,32.99492385786802,2.5407743746388176,37.27076923076923,3732.68"
"452767,App Push Notification,2024-05-28,New Users,Social Media,3867,922,11,1472.07,4442.87,2.93,23.842772174812517,1.193058568329718,3.0181105518079985,133.82454545454544,2970.8"
"810883,Email Campaign,2024-05-28,New Users,App,2925,405,51,3047.29,9304.89,3.33,13.846153846153847,12.592592592592592,3.0534967134732827,59.75078431372549,6257.599999999999"
"782119,Referral Program,2024-05-28,All,Sms,1274,928,86,1761.91,7911.94,1.7,72.8414442700157,9.267241379310345,4.49054719026511,20.48732558139535,6150.03"
"44404,New User Discount,2024-05-27,New Users,Email,7325,645,72,3234.22,8283.14,1.72,8.805460750853241,11.162790697674419,2.561093555787794,44.91972222222222,5048.92"
"749872,Weekend Special,2024-05-27,Inactive,App,1662,751,22,4568.29,3605.13,1.96,45.18652226233454,2.929427430093209,0.7891639979073133,207.64954545454546,-963.1599999999999"
"549357,Festival Offer,2024-05-27,New Users,Social Media,5315,211,82,3458.17,4736.48,3.58,3.9698965192850424,38.862559241706165,1.369649265362894,42.17280487804878,1278.3099999999995"
"950816,Flash Sale,2024-05-27,All,Email,2764,755,85,1218.6,4121.19,1.83,27.31548480463097,11.258278145695364,3.3819054652880354,14.336470588235294,2902.5899999999997"
"61742,Membership Drive,2024-05-27,All,Email,6045,237,24,3696.9,7584.04,3.15,3.9205955334987594,10.126582278481013,2.0514593307906623,154.0375,3887.14"
"7791,Category Promotion,2024-05-27,Inactive,App,6379,914,32,1669.01,5909.45,2.17,14.328264618278727,3.50109409190372,3.54069178734699,52.1565625,4240.44"
"693503,App Push Notification,2024-05-27,Premium,Sms,7196,704,26,1291.65,8579.35,2.73,9.783212896053364,3.6931818181818183,6.64216312468548,49.67884615384616,7287.700000000001"
"410635,Email Campaign,2024-05-27,Premium,App,9418,250,60,1144.67,8763.74,3.54,2.654491399447866,24.0,7.656127967012326,19.077833333333334,7619.07"
"358868,Referral Program,2024-05-27,All,Email,3435,643,39,1429.25,8011.51,3.67,18.719068413391557,6.065318818040436,5.60539443764212,36.6474358974359,6582.26"
"608814,New User Discount,2024-05-26,Premium,Email,1823,778,36,4264.61,9634.91,1.94,42.676906198573775,4.627249357326478,2.259271070508206,118.46138888888888,5370.3"
"608980,Weekend Special,2024-05-26,New Users,Social Media,6551,809,30,4525.56,6718.52,3.93,12.349259655014503,3.7082818294190356,1.4845720750581144,150.852,2192.96"
"657945,Festival Offer,2024-05-26,New Users,App,5502,747,71,2875.67,7928.05,2.63,13.576881134133043,9.504685408299867,2.7569401217803153,40.50239436619719,5052.38"
"808540,Flash Sale,2024-05-26,Premium,App,5146,274,42,3665.72,8329.97,3.79,5.324523902059852,15.328467153284672,2.272396691509444,87.27904761904762,4664.25"
"160290,Membership Drive,2024-05-26,New Users,Email,6523,891,84,4306.26,7850.85,1.91,13.659359190556492,9.427609427609427,1.8231249390422315,51.265,3544.59"
"320050,Category Promotion,2024-05-26,Inactive,Sms,4542,836,56,3737.8,8891.49,2.43,18.40598855129899,6.698564593301436,2.378803039220932,66.74642857142858,5153.69"
"329703,App Push Notification,2024-05-26,New Users,Sms,5943,137,48,1714.06,4778.36,3.1,2.3052330472825173,35.03649635036496,2.787743719589746,35.709583333333335,3064.2999999999997"
"275505,Email Campaign,2024-05-26,Inactive,App,6710,147,70,3825.87,6963.08,3.04,2.1907600596125185,47.61904761904761,1.8199991113132439,54.65528571428571,3137.21"
"213026,Referral Program,2024-05-26,New Users,App,2354,494,54,3595.07,8444.42,2.64,20.985556499575193,10.931174089068826,2.348888895070193,66.57537037037038,4849.35"
"988913,New User Discount,2024-05-25,All,Social Media,8337,788,85,2498.77,4983.59,2.26,9.451841189876454,10.786802030456853,1.994417253288618,29.397294117647057,2484.82"
"790470,Weekend Special,2024-05-25,Premium,App,5801,774,80,2445.35,2687.3,1.56,13.342527150491296,10.335917312661499,1.098942891610608,30.566875,241.95000000000027"
"472,Festival Offer,2024-05-25,New Users,Social Media,4729,128,95,1542.65,4316.4,3.29,2.706703319940791,74.21875,2.7980423297572354,16.23842105263158,2773.7499999999995"
"131361,Flash Sale,2024-05-25,New Users,Email,2736,929,58,2490.17,7904.75,2.82,33.9546783625731,6.243272335844995,3.1743816687214124,42.93396551724138,5414.58"
"843277,Membership Drive,2024-05-25,All,App,4582,844,78,4810.79,7872.62,2.24,18.4199039720646,9.24170616113744,1.6364505621737802,61.67679487179487,3061.83"
"744948,Category Promotion,2024-05-25,Inactive,Email,3437,198,84,3443.8,6996.61,2.18,5.760837940064009,42.42424242424242,2.0316539868749635,40.99761904761905,3552.8099999999995"
"892639,App Push Notification,2024-05-25,New Users,App,1064,628,45,1946.69,9885.29,2.54,59.02255639097744,7.165605095541401,5.0779990650797,43.25977777777778,7938.6"
"991446,Email Campaign,2024-05-25,New Users,Email,8227,780,75,1220.27,4263.89,2.55,9.48097726996475,9.615384615384617,3.494218492628681,16.270266666666668,3043.6200000000003"
"373538,Referral Program,2024-05-25,Premium,Social Media,7124,366,47,4783.58,9384.1,3.0,5.1375631667602475,12.841530054644808,1.9617315901479646,101.77829787234042,4600.52"
"925116,New User Discount,2024-05-24,All,Social Media,9333,842,70,4076.17,9622.29,2.69,9.021750776813457,8.31353919239905,2.3606203862939967,58.231,5546.120000000001"
"613250,Weekend Special,2024-05-24,Inactive,Email,2785,856,14,4829.15,7696.86,2.75,30.73608617594255,1.6355140186915886,1.59383328329002,344.9392857142857,2867.71"
"199117,Festival Offer,2024-05-24,Premium,App,1938,312,17,1452.15,7388.71,3.9,16.09907120743034,5.448717948717949,5.0881176187033015,85.42058823529412,5936.5599999999995"
"645069,Flash Sale,2024-05-24,New Users,Email,8439,857,88,3198.98,2743.41,2.4,10.155231662519256,10.268378063010502,0.8575889814878492,36.352045454545454,-455.57000000000016"
"552392,Membership Drive,2024-05-24,Premium,Sms,8596,911,78,4247.28,7032.0,3.48,10.597952536063286,8.562019758507136,1.6556478499180654,54.45230769230769,2784.7200000000003"
"949753,Category Promotion,2024-05-24,Premium,Email,5628,519,27,3937.98,3494.56,3.51,9.22174840085288,5.202312138728324,0.887399123408448,145.85111111111112,-443.4200000000001"
"548790,App Push Notification,2024-05-24,Inactive,Email,2602,933,51,3340.26,4627.14,2.44,35.857033051498846,5.466237942122187,1.3852634226078209,65.49529411764706,1286.88"
"489885,Email Campaign,2024-05-24,Inactive,Sms,1874,759,60,2766.37,8482.11,3.61,40.50160085378869,7.905138339920949,3.0661516716852772,46.10616666666667,5715.740000000001"
"911007,Referral Program,2024-05-24,New Users,Social Media,1715,356,95,3492.91,7487.3,2.54,20.75801749271137,26.685393258426966,2.1435708334884094,36.76747368421052,3994.3900000000003"
"65480,New User Discount,2024-05-23,Inactive,Email,3026,283,65,3422.84,9159.2,3.23,9.35228023793787,22.968197879858657,2.675906557127999,52.659076923076924,5736.360000000001"
"958949,Weekend Special,2024-05-23,Premium,Email,8060,565,97,2289.46,8452.7,1.79,7.009925558312655,17.168141592920357,3.692005975208128,23.602680412371136,6163.240000000001"
"738594,Festival Offer,2024-05-23,All,Social Media,7438,381,19,3214.33,5308.32,3.74,5.122344716321592,4.986876640419948,1.6514545799591205,169.17526315789473,2093.99"
