"product_id,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,Discount,Discount_Percentage,Price_Category"
"970529,Diapers,Baby Care,""Kurian, Patla and Sanghvi"",827.44,1182.06,30.0,365,19,84,354.6199999999999,30.00016919614909,Premium"
"51036,Baby Food,Baby Care,Karnik PLC,931.61,1330.87,30.0,365,12,86,399.2599999999999,29.999924861181025,Premium"
"820973,Baby Wipes,Baby Care,Lall LLC,114.52,163.6,30.0,365,29,56,49.08,30.0,Low"
"367391,Baby Wipes,Baby Care,Talwar and Sons,939.55,1342.21,30.0,365,18,52,402.6600000000001,29.99977648803094,Premium"
"433521,Diapers,Baby Care,Mahal Group,321.33,459.04,30.0,365,27,58,137.71000000000004,29.9995643081213,Medium"
"927651,Baby Wipes,Baby Care,Narula Group,426.72,609.6,30.0,365,15,60,182.88,30.0,Medium"
"930284,Baby Food,Baby Care,""Garg, Saraf and Dutta"",189.47,270.67,30.0,365,20,58,81.20000000000002,29.999630546421844,Low"
"4452,Baby Wipes,Baby Care,Morar-Mistry,169.88,242.69,30.0,365,27,100,72.81,30.00123614487618,Low"
"82484,Baby Food,Baby Care,Mallick PLC,914.88,1306.97,30.0,365,12,73,392.09000000000003,29.999923487149672,Premium"
"440875,Baby Wipes,Baby Care,Loyal Inc,275.03,392.9,30.0,365,15,80,117.87,30.000000000000004,Low"
"432617,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365,17,97,369.92999999999995,29.99975671270203,Premium"
"953175,Baby Food,Baby Care,Sehgal-Nagarajan,225.21,321.73,30.0,365,11,73,96.52000000000001,30.00031081963137,Low"
"57405,Baby Food,Baby Care,Srinivas PLC,607.67,868.1,30.0,365,21,64,260.43000000000006,30.000000000000004,High"
"707935,Cat Food,Pet Care,""Anne, Mammen and Khatri"",820.9,1262.92,35.0,365,30,97,442.0200000000001,34.99984163684161,Premium"
"942001,Cat Food,Pet Care,Acharya Ltd,671.55,1033.15,35.0,365,20,84,361.60000000000014,34.99975802158449,High"
"585299,Pet Treats,Pet Care,""Sharma, Chandra and Prashad"",799.46,1229.94,35.0,365,13,50,430.48,35.000081304779094,Premium"
"120385,Pet Treats,Pet Care,Dubey-Sarin,597.91,919.86,35.0,365,28,73,321.95000000000005,34.999891287804665,High"
"52729,Cat Food,Pet Care,Saini LLC,316.02,486.18,35.0,365,25,100,170.16000000000003,34.99938294458843,Medium"
"661577,Cat Food,Pet Care,Majumdar PLC,720.95,1109.15,35.0,365,28,95,388.20000000000005,34.999774602172835,Premium"
"951463,Pet Treats,Pet Care,Balakrishnan-Kaur,787.4,1211.38,35.0,365,16,82,423.98000000000013,34.99975234856115,Premium"
"373536,Dog Food,Pet Care,Chauhan-Sabharwal,494.17,760.26,35.0,365,14,64,266.09,34.99986846605109,Medium"
"243235,Cat Food,Pet Care,Batta Inc,109.03,167.74,35.0,365,14,71,58.71000000000001,35.00059616072493,Low"
"564692,Cat Food,Pet Care,""Krishna, Bail and Dyal"",215.65,331.77,35.0,365,25,82,116.11999999999998,35.000150706814956,Low"
"131748,Dog Food,Pet Care,""Shroff, Wason and Dugar"",81.35,125.15,35.0,365,30,53,43.80000000000001,34.99800239712346,Low"
"256783,Pet Treats,Pet Care,""Basu, Thakur and Rege"",906.54,1394.68,35.0,365,16,98,488.1400000000001,35.000143402070734,Premium"
"186168,Dog Food,Pet Care,""Parekh, Lad and Kadakia"",878.8,1352.0,35.0,365,13,75,473.20000000000005,35.0,Premium"
"537274,Pet Treats,Pet Care,Lal-Chauhan,702.71,1081.09,35.0,365,17,67,378.3799999999999,34.99986125114467,Premium"
"525531,Dog Food,Pet Care,Sandal PLC,831.1,1278.62,35.0,365,28,65,447.51999999999987,35.00023462795826,Premium"
"913428,Pet Treats,Pet Care,Narayanan-Kumar,392.22,603.42,35.0,365,30,98,211.19999999999993,35.000497166152925,Medium"
"757274,Pet Treats,Pet Care,""Minhas, Kapoor and Sethi"",98.32,151.26,35.0,365,27,95,52.94,34.99933888668518,Low"
"726958,Cat Food,Pet Care,Doctor-Patla,887.48,1365.35,35.0,365,18,79,477.8699999999999,34.99981689676639,Premium"
"642612,Pet Treats,Pet Care,Pillay-Ahuja,517.03,795.43,35.0,365,16,57,278.4,34.999937140917496,High"
"613942,Pet Treats,Pet Care,""Dyal, Saraf and Goel"",545.0,838.46,35.0,365,28,72,293.46000000000004,34.999880733726116,High"
"784673,Dog Food,Pet Care,Ramanathan Group,491.39,755.98,35.0,365,21,84,264.59000000000003,34.999603164104876,Medium"
"425341,Pet Treats,Pet Care,""Mani, Dhar and Muni"",486.28,748.12,35.0,365,21,68,261.84000000000003,34.999732663209116,Medium"
"771228,Pet Treats,Pet Care,Raja and Sons,83.18,127.97,35.0,365,25,73,44.78999999999999,35.000390716574195,Low"
"760828,Pet Treats,Pet Care,""Khurana, Khosla and Yohannan"",563.45,866.85,35.0,365,23,93,303.4,35.00028840053066,High"
"723678,Dog Food,Pet Care,""Lall, Datta and Swamy"",675.46,1039.17,35.0,365,14,97,363.71000000000004,35.000048115322805,High"
"451812,Pain Reliever,Pharmacy,""Batra, Sant and Mandal"",530.85,663.56,20.0,365,29,63,132.70999999999992,19.99969859545481,High"
"677169,Cough Syrup,Pharmacy,Char-Divan,261.03,326.29,20.0,365,12,77,65.26000000000005,20.000612951668774,Low"
"274207,Cough Syrup,Pharmacy,""Savant, Batta and Mander"",328.51,410.64,20.0,365,25,51,82.13,20.000487044613287,Medium"
"706112,Vitamins,Pharmacy,""Magar, Gara and Garg"",478.79,598.49,20.0,365,12,77,119.69999999999999,20.00033417433875,Medium"
"557908,Vitamins,Pharmacy,Sundaram Inc,942.37,1177.96,20.0,365,14,53,235.59000000000003,19.999830214947877,Premium"
"587645,Vitamins,Pharmacy,""Sura, Pillay and Mammen"",801.81,1002.26,20.0,365,18,90,200.45000000000005,19.999800450980786,Premium"
"837480,Cough Syrup,Pharmacy,Edwin and Sons,217.4,271.75,20.0,365,22,82,54.349999999999994,20.0,Low"
"566052,Pain Reliever,Pharmacy,""Apte, Soman and Raju"",87.3,109.12,20.0,365,14,53,21.820000000000007,19.996334310850447,Low"
"137909,Cough Syrup,Pharmacy,Dalal PLC,864.3,1080.37,20.0,365,23,65,216.06999999999994,19.999629756472316,Premium"
"799459,Vitamins,Pharmacy,""Garg, Kari and Kapur"",852.02,1065.02,20.0,365,29,66,213.0,19.999624420198682,Premium"
"264803,Vitamins,Pharmacy,Gole-Doshi,995.98,1244.97,20.0,365,17,69,248.99,19.99967870711744,Premium"
"851978,Vitamins,Pharmacy,Parsa-Bala,715.72,894.65,20.0,365,28,92,178.92999999999995,19.999999999999996,Premium"
"992178,Pain Reliever,Pharmacy,Basu and Sons,632.43,790.54,20.0,365,16,89,158.11,20.00025299162598,High"
"56589,Vitamins,Pharmacy,""Pai, Kashyap and Ramachandran"",517.77,647.21,20.0,365,16,85,129.44000000000005,19.999690981288925,High"
"26060,Vitamins,Pharmacy,Shah and Sons,342.94,428.67,20.0,365,25,57,85.73000000000002,19.999066881283976,Medium"
"33797,Pain Reliever,Pharmacy,Gaba LLC,888.12,1110.15,20.0,365,12,51,222.0300000000001,20.000000000000007,Premium"
"123983,Cough Syrup,Pharmacy,Kurian-Chhabra,785.67,982.09,20.0,365,25,72,196.42000000000007,20.000203647323573,Premium"
"237083,Cough Syrup,Pharmacy,Hayer-Banerjee,577.13,721.41,20.0,365,24,86,144.27999999999997,19.999722765140486,High"
"154179,Pain Reliever,Pharmacy,""Barad, Devi and Andra"",582.87,728.59,20.0,365,10,59,145.72000000000003,20.000274502806796,High"
"298985,Vitamins,Pharmacy,""Ramanathan, Joshi and Srinivasan"",183.76,229.7,20.0,365,11,61,45.94,20.0,Low"
"444361,Pain Reliever,Pharmacy,""Prakash, Bawa and Kale"",822.63,1028.29,20.0,365,20,71,205.65999999999997,20.000194497661163,Premium"
"679284,Cough Syrup,Pharmacy,Pant LLC,877.89,1097.36,20.0,365,28,95,219.4699999999999,19.999817744404748,Premium"
"240179,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,20,56,22.64,20.0,Low"
"673058,Cough Syrup,Pharmacy,Balan-Madan,765.76,957.2,20.0,365,30,94,191.44000000000005,20.000000000000004,Premium"
"114414,Vitamins,Pharmacy,Kara-Golla,832.06,1040.07,20.0,365,26,66,208.01,19.999615410501217,Premium"
