"order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,Delivery_Delay_Minutes,Late_Delivery_Flag,Order_size"
"8790217194,38244021,2024-03-25 01:29:32,2024-03-25 01:39:32,2024-03-25 01:52:32,Slightly Delayed,1666.68,Wallet,60118,6000,13.0,1,Large"
"1772445313,13071673,2023-07-21 00:30:42,2023-07-21 00:41:42,2023-07-21 00:44:42,On Time,2441.43,Card,87117,1745,3.0,1,Premium"
"159394992,35358395,2024-08-06 06:44:30,2024-08-06 06:59:30,2024-08-06 07:00:30,On Time,611.71,Card,28600,9812,1.0,1,Medium"
"7992910755,76218218,2023-07-12 09:11:08,2023-07-12 09:26:08,2023-07-12 09:54:08,Significantly Delayed,3156.54,Wallet,85359,7476,28.0,1,Premium"
"1786931285,1719710,2023-06-29 04:47:55,2023-06-29 04:59:55,2023-06-29 04:55:55,On Time,778.9,Wallet,76004,4927,-4.0,0,Medium"
"2225520858,95372766,2023-11-22 13:01:16,2023-11-22 13:18:16,2023-11-22 13:16:16,On Time,3519.46,Cash,13646,597,-2.0,0,Premium"
"5635738740,33034249,2023-09-28 14:29:27,2023-09-28 14:45:27,2023-09-28 14:45:27,On Time,2920.62,Upi,49965,6365,0.0,0,Premium"
"2230824358,41878908,2023-05-24 15:21:07,2023-05-24 15:39:07,2023-05-24 15:53:07,Slightly Delayed,2302.29,Cash,47833,2143,14.0,1,Premium"
"9217211301,52085702,2023-06-15 10:25:23,2023-06-15 10:35:23,2023-06-15 10:32:23,On Time,4441.76,Cash,89404,9240,-3.0,0,Premium"
"4501870609,16082651,2024-07-10 08:10:58,2024-07-10 08:28:58,2024-07-10 08:33:58,On Time,2253.3,Cash,42567,4010,5.0,1,Premium"
"838401679,89699655,2023-07-23 07:24:40,2023-07-23 07:40:40,2023-07-23 07:55:40,Slightly Delayed,1430.39,Wallet,83793,6870,15.0,1,Large"
"9587315528,66440188,2024-08-07 00:05:21,2024-08-07 00:21:21,2024-08-07 00:26:21,On Time,1019.38,Wallet,92673,7856,5.0,1,Large"
"3122936945,95001589,2023-05-06 23:07:29,2023-05-06 23:26:29,2023-05-06 23:25:29,On Time,397.68,Cash,65301,9066,-1.0,0,Small"
"6093390755,32054313,2023-11-24 13:24:41,2023-11-24 13:36:41,2023-11-24 13:39:41,On Time,1872.67,Card,60889,2462,3.0,1,Large"
"2032956677,66932104,2024-05-02 21:28:42,2024-05-02 21:43:42,2024-05-02 21:50:42,Slightly Delayed,1051.16,Wallet,17988,7861,7.0,1,Large"
"1488430001,67092149,2024-08-04 15:09:28,2024-08-04 15:26:28,2024-08-04 15:40:28,Slightly Delayed,3630.56,Card,40079,4217,14.0,1,Premium"
"615391848,65570302,2024-09-12 21:42:22,2024-09-12 21:57:22,2024-09-12 21:53:22,On Time,1041.18,Cash,2990,2628,-4.0,0,Large"
"8686093533,30823988,2024-02-06 05:53:02,2024-02-06 06:08:02,2024-02-06 06:04:02,On Time,2197.24,Cash,5503,1232,-4.0,0,Premium"
"7038758506,68714053,2023-05-08 06:18:49,2023-05-08 06:34:49,2023-05-08 06:39:49,On Time,77.11,Wallet,88037,731,5.0,1,Small"
"2385966456,12184293,2023-08-22 07:49:07,2023-08-22 08:04:07,2023-08-22 08:11:07,Slightly Delayed,4160.4,Upi,8862,4204,7.0,1,Premium"
"259622674,61002154,2023-05-05 00:35:33,2023-05-05 00:47:33,2023-05-05 00:52:33,On Time,3081.38,Card,43788,5780,5.0,1,Premium"
"2580381935,4394659,2024-05-05 09:52:12,2024-05-05 10:03:12,2024-05-05 10:03:12,On Time,4613.37,Cash,19165,9682,0.0,0,Premium"
"5035471587,18140588,2024-01-05 02:05:57,2024-01-05 02:16:57,2024-01-05 02:17:57,On Time,3405.27,Card,221,4763,1.0,1,Premium"
"9421270813,26844216,2024-04-22 06:03:15,2024-04-22 06:18:15,2024-04-22 06:23:15,On Time,2787.46,Wallet,26657,4631,5.0,1,Premium"
"1831516625,46629917,2024-03-29 20:09:02,2024-03-29 20:21:02,2024-03-29 20:28:02,Slightly Delayed,3008.01,Card,25932,8680,7.0,1,Premium"
"1918841793,95334407,2024-06-17 21:03:29,2024-06-17 21:18:29,2024-06-17 21:14:29,On Time,3273.77,Wallet,10305,2512,-4.0,0,Premium"
"1757159071,59094034,2024-03-13 09:54:17,2024-03-13 10:13:17,2024-03-13 10:21:17,Slightly Delayed,3571.03,Cash,38383,9938,8.0,1,Premium"
"7589464630,91196901,2024-07-12 13:13:16,2024-07-12 13:30:16,2024-07-12 13:39:16,Slightly Delayed,6543.19,Upi,17706,2409,9.0,1,Premium"
"1577085460,74682740,2023-09-22 09:53:14,2023-09-22 10:11:14,2023-09-22 10:08:14,On Time,2599.08,Wallet,52709,765,-3.0,0,Premium"
"2279018877,40305293,2024-06-10 14:24:22,2024-06-10 14:43:22,2024-06-10 14:57:22,Slightly Delayed,1890.73,Wallet,88797,8690,14.0,1,Large"
"7431412128,96989204,2023-05-29 04:05:50,2023-05-29 04:19:50,2023-05-29 04:22:50,On Time,2184.61,Upi,77224,7326,3.0,1,Premium"
"8781520615,85519349,2024-04-14 08:14:14,2024-04-14 08:26:14,2024-04-14 08:27:14,On Time,3343.42,Wallet,42606,345,1.0,1,Premium"
"1276192882,97678578,2024-01-08 07:33:48,2024-01-08 07:45:48,2024-01-08 07:42:48,On Time,2375.85,Upi,15637,7738,-3.0,0,Premium"
"4065794921,85518832,2024-03-21 11:14:24,2024-03-21 11:25:24,2024-03-21 11:50:24,Significantly Delayed,3403.34,Cash,43280,7371,25.0,1,Premium"
"1690800946,79764458,2023-03-29 14:40:35,2023-03-29 14:57:35,2023-03-29 14:59:35,On Time,2559.17,Upi,16850,5950,2.0,1,Premium"
"877883470,1200365,2023-06-07 13:30:04,2023-06-07 13:50:04,2023-06-07 13:58:04,Slightly Delayed,393.43,Upi,55423,7405,8.0,1,Small"
"7322044533,48730063,2023-10-13 23:38:34,2023-10-13 23:54:34,2023-10-14 00:06:34,Slightly Delayed,738.65,Wallet,92064,7801,12.0,1,Medium"
"5243163885,19275474,2023-05-19 13:35:25,2023-05-19 13:45:25,2023-05-19 13:48:25,On Time,2412.89,Wallet,12230,7061,3.0,1,Premium"
"4360255357,15529446,2023-05-14 07:57:31,2023-05-14 08:13:31,2023-05-14 08:21:31,Slightly Delayed,97.04,Cash,68222,6668,8.0,1,Small"
"9623306038,51669263,2023-11-10 05:31:21,2023-11-10 05:43:21,2023-11-10 05:42:21,On Time,3299.65,Wallet,56254,8972,-1.0,0,Premium"
"6282385286,6150721,2023-10-28 06:44:45,2023-10-28 07:01:45,2023-10-28 07:05:45,On Time,2500.44,Cash,9399,4572,4.0,1,Premium"
"1001900652,30367559,2024-09-08 20:08:07,2024-09-08 20:19:07,2024-09-08 20:32:07,Slightly Delayed,1456.96,Card,85241,2330,13.0,1,Large"
"5161988291,65618148,2024-07-01 00:54:01,2024-07-01 01:10:01,2024-07-01 01:05:01,On Time,3577.33,Upi,53927,6154,-5.0,0,Premium"
"3597752998,37759707,2024-04-03 13:29:54,2024-04-03 13:44:54,2024-04-03 13:44:54,On Time,1565.04,Card,71654,4606,0.0,0,Large"
"9074325310,35435896,2024-04-23 16:11:59,2024-04-23 16:27:59,2024-04-23 16:32:59,On Time,1714.38,Cash,83788,8528,5.0,1,Large"
"8875965392,41395224,2024-01-22 19:05:23,2024-01-22 19:19:23,2024-01-22 19:20:23,On Time,2419.46,Cash,6325,2929,1.0,1,Premium"
"971081962,73428596,2024-08-29 01:39:23,2024-08-29 01:55:23,2024-08-29 01:53:23,On Time,1511.54,Upi,62842,8655,-2.0,0,Large"
"1948332638,62323608,2024-06-08 17:07:02,2024-06-08 17:27:02,2024-06-08 17:32:02,On Time,2530.18,Card,84415,7238,5.0,1,Premium"
"1785558780,18986315,2024-06-28 16:56:00,2024-06-28 17:10:00,2024-06-28 17:06:00,On Time,1996.55,Wallet,85573,4524,-4.0,0,Large"
"7590462053,18326028,2024-06-26 16:29:40,2024-06-26 16:49:40,2024-06-26 16:50:40,On Time,833.93,Wallet,235,8429,1.0,1,Medium"
"2135743860,73392739,2024-03-22 08:24:49,2024-03-22 08:34:49,2024-03-22 08:39:49,On Time,4043.72,Upi,22083,1270,5.0,1,Premium"
"9851365751,12832151,2023-10-03 16:06:50,2023-10-03 16:23:50,2023-10-03 16:18:50,On Time,1413.06,Cash,83505,5939,-5.0,0,Large"
"9243090480,13760839,2023-03-21 19:45:16,2023-03-21 20:03:16,2023-03-21 20:32:16,Significantly Delayed,1252.94,Upi,95377,5901,29.0,1,Large"
"7168596454,35690581,2023-03-22 02:45:18,2023-03-22 02:56:18,2023-03-22 03:04:18,Slightly Delayed,2795.12,Upi,1608,7082,8.0,1,Premium"
"2483565595,21701991,2023-03-24 06:16:52,2023-03-24 06:30:52,2023-03-24 06:33:52,On Time,1267.5,Cash,25691,2259,3.0,1,Large"
"2484470052,84848018,2024-01-09 19:29:32,2024-01-09 19:48:32,2024-01-09 19:51:32,On Time,1426.56,Cash,54869,2946,3.0,1,Large"
"7702588270,55094848,2024-04-26 20:38:36,2024-04-26 20:57:36,2024-04-26 20:54:36,On Time,3867.53,Card,93742,4917,-3.0,0,Premium"
"5992338333,9738801,2023-04-03 23:28:44,2023-04-03 23:47:44,2023-04-03 23:47:44,On Time,3121.04,Cash,91077,4006,0.0,0,Premium"
"9196796718,68941950,2023-07-06 21:46:44,2023-07-06 22:00:44,2023-07-06 22:04:44,On Time,4037.78,Wallet,37270,324,4.0,1,Premium"
"3291765954,57523973,2023-08-30 07:00:43,2023-08-30 07:17:43,2023-08-30 07:22:43,On Time,1651.89,Upi,20788,8568,5.0,1,Large"
"652616858,10663246,2023-05-22 11:53:45,2023-05-22 12:10:45,2023-05-22 12:17:45,Slightly Delayed,2832.35,Card,25092,2819,7.0,1,Premium"
"2613508245,45028365,2023-12-28 16:43:38,2023-12-28 17:01:38,2023-12-28 16:56:38,On Time,3349.73,Upi,74072,8059,-5.0,0,Premium"
"8169361928,8241122,2024-01-10 15:19:09,2024-01-10 15:31:09,2024-01-10 15:35:09,On Time,1746.24,Cash,2274,6667,4.0,1,Large"
"9395982132,58170168,2023-07-05 12:19:11,2023-07-05 12:31:11,2023-07-05 12:35:11,On Time,1545.49,Card,33721,7117,4.0,1,Large"
"1914701538,64722323,2023-07-09 14:00:48,2023-07-09 14:19:48,2023-07-09 14:22:48,On Time,3606.37,Upi,84345,237,3.0,1,Premium"
"6236279358,97141762,2024-05-26 05:24:47,2024-05-26 05:36:47,2024-05-26 06:03:47,Significantly Delayed,2832.2,Card,24906,8037,27.0,1,Premium"
"2288561509,11047835,2023-12-04 19:19:13,2023-12-04 19:39:13,2023-12-04 19:46:13,Slightly Delayed,1272.76,Cash,92861,4436,7.0,1,Large"
"2010415757,43295656,2024-06-20 08:47:21,2024-06-20 09:00:21,2024-06-20 08:57:21,On Time,1666.99,Upi,80134,9311,-3.0,0,Large"
"7164827734,9195970,2023-03-16 08:10:44,2023-03-16 08:27:44,2023-03-16 08:24:44,On Time,1809.72,Upi,62683,4711,-3.0,0,Large"
"7971819985,48511124,2024-04-15 02:48:52,2024-04-15 02:58:52,2024-04-15 02:53:52,On Time,4188.82,Wallet,65541,8122,-5.0,0,Premium"
"8234021674,41073776,2024-01-29 10:54:13,2024-01-29 11:13:13,2024-01-29 11:16:13,On Time,3201.25,Cash,28230,3683,3.0,1,Premium"
"4274404843,48418662,2024-09-30 01:43:49,2024-09-30 02:01:49,2024-09-30 02:04:49,On Time,1013.88,Card,59305,1824,3.0,1,Large"
"7353519273,80761521,2023-09-22 12:58:20,2023-09-22 13:15:20,2023-09-22 13:18:20,On Time,1882.23,Cash,49934,2706,3.0,1,Large"
"8539612501,22846435,2024-09-20 13:30:47,2024-09-20 13:41:47,2024-09-20 13:55:47,Slightly Delayed,1543.13,Wallet,14166,193,14.0,1,Large"
"5894327065,35133191,2024-03-15 13:35:58,2024-03-15 13:47:58,2024-03-15 13:56:58,Slightly Delayed,1725.22,Card,29930,8466,9.0,1,Large"
"77053363,74172010,2023-05-04 19:19:43,2023-05-04 19:38:43,2023-05-04 19:38:43,On Time,4566.21,Upi,3429,2000,0.0,0,Premium"
"4467084478,30447453,2024-03-03 12:48:19,2024-03-03 12:58:19,2024-03-03 13:12:19,Slightly Delayed,2928.16,Card,68868,7284,14.0,1,Premium"
"3514036230,84937877,2023-07-11 03:03:24,2023-07-11 03:17:24,2023-07-11 03:22:24,On Time,1722.88,Cash,93410,6787,5.0,1,Large"
"4720421794,72089140,2024-01-16 06:50:16,2024-01-16 07:09:16,2024-01-16 07:24:16,Slightly Delayed,2816.58,Wallet,35894,5263,15.0,1,Premium"
"3202903413,12507907,2023-08-04 18:34:57,2023-08-04 18:51:57,2023-08-04 18:53:57,On Time,715.37,Cash,52139,782,2.0,1,Medium"
"6938082428,19741509,2024-03-08 20:39:16,2024-03-08 20:53:16,2024-03-08 20:59:16,Slightly Delayed,2010.44,Cash,60137,9933,6.0,1,Premium"
"9202941711,59240916,2024-03-24 14:45:54,2024-03-24 14:58:54,2024-03-24 15:02:54,On Time,3288.74,Wallet,2000,9969,4.0,1,Premium"
"8963522960,11143197,2023-11-02 02:43:47,2023-11-02 03:00:47,2023-11-02 03:03:47,On Time,1757.33,Cash,58520,3010,3.0,1,Large"
"9266835891,14207332,2024-06-13 02:17:05,2024-06-13 02:31:05,2024-06-13 02:30:05,On Time,2994.7,Wallet,69070,4518,-1.0,0,Premium"
"5265722064,52032226,2023-07-16 02:33:21,2023-07-16 02:49:21,2023-07-16 02:48:21,On Time,1614.35,Cash,46962,5289,-1.0,0,Large"
"5514326011,95364457,2024-02-04 16:12:37,2024-02-04 16:28:37,2024-02-04 16:29:37,On Time,3485.63,Wallet,75658,7235,1.0,1,Premium"
"9578652103,34839913,2024-03-13 05:17:39,2024-03-13 05:30:39,2024-03-13 05:27:39,On Time,1342.89,Upi,79729,1877,-3.0,0,Large"
"3559061334,79991320,2023-06-09 13:18:53,2023-06-09 13:38:53,2023-06-09 13:49:53,Slightly Delayed,3157.25,Upi,57403,2144,11.0,1,Premium"
"637944734,60698094,2023-04-01 09:22:52,2023-04-01 09:35:52,2023-04-01 09:39:52,On Time,4026.32,Card,35435,7170,4.0,1,Premium"
"7454643275,18229949,2024-07-14 08:42:33,2024-07-14 09:00:33,2024-07-14 08:57:33,On Time,102.44,Cash,72097,2897,-3.0,0,Small"
"4319342350,99160348,2024-08-27 20:15:26,2024-08-27 20:34:26,2024-08-27 20:56:26,Significantly Delayed,4281.94,Card,11958,587,22.0,1,Premium"
"7568450733,59518795,2023-04-09 08:22:53,2023-04-09 08:33:53,2023-04-09 08:30:53,On Time,1049.09,Wallet,63512,806,-3.0,0,Large"
"734744305,60698094,2024-06-08 11:59:34,2024-06-08 12:14:34,2024-06-08 12:17:34,On Time,2043.02,Wallet,80005,7827,3.0,1,Premium"
"5233331050,85561151,2023-05-01 16:36:35,2023-05-01 16:53:35,2023-05-01 16:56:35,On Time,84.2,Upi,84617,9668,3.0,1,Small"
"8326867788,17939362,2023-09-20 01:05:39,2023-09-20 01:25:39,2023-09-20 01:25:39,On Time,1213.48,Card,56875,4451,0.0,0,Large"
"8368819094,42432226,2024-08-15 02:54:26,2024-08-15 03:08:26,2024-08-15 03:07:26,On Time,572.12,Wallet,11640,6906,-1.0,0,Medium"
"8700151605,19275474,2023-08-04 09:15:27,2023-08-04 09:32:27,2023-08-04 09:57:27,Significantly Delayed,1301.73,Wallet,74364,2248,25.0,1,Large"
"6269179048,469006,2023-11-11 15:50:53,2023-11-11 16:04:53,2023-11-11 16:02:53,On Time,1864.85,Wallet,23727,7515,-2.0,0,Large"
"1265254177,46378942,2023-09-24 14:15:04,2023-09-24 14:29:04,2023-09-24 14:27:04,On Time,3988.44,Card,16267,3622,-2.0,0,Premium"
"9858963919,40858753,2023-07-02 06:49:46,2023-07-02 07:02:46,2023-07-02 07:31:46,Significantly Delayed,481.63,Wallet,50340,5786,29.0,1,Small"
"7279564594,91566278,2024-01-19 09:50:36,2024-01-19 10:03:36,2024-01-19 09:59:36,On Time,1226.55,Card,45499,8600,-4.0,0,Large"
"6983253839,62629494,2024-04-03 20:29:42,2024-04-03 20:46:42,2024-04-03 20:47:42,On Time,3115.93,Wallet,83688,7769,1.0,1,Premium"
"9479808024,62679120,2023-10-16 05:38:38,2023-10-16 05:54:38,2023-10-16 05:50:38,On Time,3628.88,Card,72459,6487,-4.0,0,Premium"
"3583522679,6668498,2023-09-06 11:49:56,2023-09-06 12:08:56,2023-09-06 12:09:56,On Time,4148.39,Wallet,68563,2279,1.0,1,Premium"
"1923226423,39042103,2024-07-28 07:37:08,2024-07-28 07:54:08,2024-07-28 07:56:08,On Time,3344.78,Card,76715,3961,2.0,1,Premium"
"664198080,89036169,2023-08-12 06:32:49,2023-08-12 06:42:49,2023-08-12 06:41:49,On Time,443.17,Cash,4941,6695,-1.0,0,Small"
"4224700084,11478478,2024-08-28 23:22:09,2024-08-28 23:36:09,2024-08-28 23:36:09,On Time,1568.53,Wallet,78588,1128,0.0,0,Large"
"969621016,13465850,2024-01-23 19:23:23,2024-01-23 19:34:23,2024-01-23 19:39:23,On Time,2542.59,Wallet,16277,8750,5.0,1,Premium"
"8178275820,55060796,2024-04-05 09:50:05,2024-04-05 10:00:05,2024-04-05 10:12:05,Slightly Delayed,2755.74,Cash,78985,86,12.0,1,Premium"
"4949766982,99734256,2024-09-11 00:18:18,2024-09-11 00:33:18,2024-09-11 00:37:18,On Time,1560.71,Cash,86551,1358,4.0,1,Large"
"5258344385,12867472,2023-10-14 17:48:54,2023-10-14 18:08:54,2023-10-14 18:12:54,On Time,641.76,Wallet,16549,9196,4.0,1,Medium"
"8101930640,92306841,2023-06-12 05:44:25,2023-06-12 06:00:25,2023-06-12 06:05:25,On Time,450.23,Wallet,50876,5853,5.0,1,Small"
"6703316563,89669139,2024-01-25 17:54:37,2024-01-25 18:07:37,2024-01-25 18:22:37,Slightly Delayed,396.41,Wallet,91135,1070,15.0,1,Small"
"7680297690,1705969,2024-02-12 06:56:34,2024-02-12 07:11:34,2024-02-12 07:13:34,On Time,2864.1,Wallet,79007,778,2.0,1,Premium"
"7256340388,30042971,2023-10-08 07:25:22,2023-10-08 07:35:22,2023-10-08 08:04:22,Significantly Delayed,785.67,Wallet,87987,5716,29.0,1,Medium"
"2538269668,48778633,2023-06-23 08:12:16,2023-06-23 08:27:16,2023-06-23 08:27:16,On Time,1348.52,Cash,36761,1347,0.0,0,Large"
"7506762237,98225598,2023-06-10 01:44:16,2023-06-10 01:56:16,2023-06-10 02:19:16,Significantly Delayed,2326.62,Card,17180,3335,23.0,1,Premium"
"6585436114,65895091,2024-03-13 21:43:46,2024-03-13 22:01:46,2024-03-13 22:08:46,Slightly Delayed,3131.69,Wallet,97963,5769,7.0,1,Premium"
"9852996866,19145354,2024-06-26 12:36:19,2024-06-26 12:54:19,2024-06-26 12:49:19,On Time,1525.58,Wallet,4260,6406,-5.0,0,Large"
"1991135167,46699982,2023-12-19 20:18:46,2023-12-19 20:30:46,2023-12-19 20:31:46,On Time,3986.02,Wallet,17609,8072,1.0,1,Premium"
"7765110772,33871107,2024-06-01 21:54:06,2024-06-01 22:10:06,2024-06-01 22:07:06,On Time,3157.37,Upi,66182,819,-3.0,0,Premium"
"3520718052,6856445,2023-07-07 23:42:08,2023-07-07 23:52:08,2023-07-07 23:52:08,On Time,2846.05,Cash,91411,3596,0.0,0,Premium"
"5388573375,77128325,2024-03-07 12:50:53,2024-03-07 13:01:53,2024-03-07 13:01:53,On Time,3993.4,Cash,45401,342,0.0,0,Premium"
"8977771682,30979436,2023-04-29 18:14:35,2023-04-29 18:30:35,2023-04-29 18:27:35,On Time,1212.41,Card,45258,9255,-3.0,0,Large"
"3596900942,63349378,2023-11-03 09:38:26,2023-11-03 09:55:26,2023-11-03 10:08:26,Slightly Delayed,616.62,Wallet,46019,8890,13.0,1,Medium"
"155295996,24517523,2024-06-29 02:58:57,2024-06-29 03:16:57,2024-06-29 03:20:57,On Time,4190.02,Cash,5364,5219,4.0,1,Premium"
"1945536198,44557943,2023-05-03 14:54:29,2023-05-03 15:08:29,2023-05-03 15:12:29,On Time,5313.04,Cash,34218,431,4.0,1,Premium"
"2550246555,38671747,2023-04-06 14:27:46,2023-04-06 14:39:46,2023-04-06 14:47:46,Slightly Delayed,2305.86,Upi,36017,2456,8.0,1,Premium"
"4287631655,6867315,2023-11-15 04:16:13,2023-11-15 04:35:13,2023-11-15 04:56:13,Significantly Delayed,1381.53,Wallet,18788,1833,21.0,1,Large"
"2033683703,42989999,2024-01-24 17:33:29,2024-01-24 17:49:29,2024-01-24 18:05:29,Significantly Delayed,4223.23,Upi,62688,6504,16.0,1,Premium"
"9453583714,82854537,2023-09-01 04:15:52,2023-09-01 04:29:52,2023-09-01 04:26:52,On Time,1873.26,Upi,39114,8870,-3.0,0,Large"
"852886125,44562310,2023-07-14 01:58:44,2023-07-14 02:18:44,2023-07-14 02:14:44,On Time,1610.95,Upi,85502,8604,-4.0,0,Large"
"5705899665,4378755,2024-05-27 19:16:33,2024-05-27 19:31:33,2024-05-27 19:30:33,On Time,3712.03,Wallet,75481,355,-1.0,0,Premium"
"5706043483,63360864,2024-07-17 18:55:41,2024-07-17 19:10:41,2024-07-17 19:14:41,On Time,1164.09,Upi,86219,2490,4.0,1,Large"
"5190422833,3410758,2023-03-27 11:28:42,2023-03-27 11:43:42,2023-03-27 11:42:42,On Time,898.05,Cash,17583,9620,-1.0,0,Medium"
"7178188501,3786105,2024-04-18 13:28:11,2024-04-18 13:46:11,2024-04-18 13:45:11,On Time,2823.72,Cash,70846,3888,-1.0,0,Premium"
"2864819888,9419030,2024-04-19 19:38:25,2024-04-19 19:49:25,2024-04-19 19:53:25,On Time,1973.65,Card,42803,8666,4.0,1,Large"
"7107216633,10857389,2024-06-27 05:10:48,2024-06-27 05:20:48,2024-06-27 05:26:48,Slightly Delayed,2871.14,Wallet,30190,4888,6.0,1,Premium"
"1685382357,6579892,2023-05-04 18:35:27,2023-05-04 18:54:27,2023-05-04 19:10:27,Significantly Delayed,2584.79,Card,76806,8439,16.0,1,Premium"
"7562902958,81808190,2023-06-08 22:26:55,2023-06-08 22:44:55,2023-06-08 22:45:55,On Time,1477.63,Upi,74174,3225,1.0,1,Large"
"2819953077,25128143,2023-11-22 08:33:47,2023-11-22 08:49:47,2023-11-22 09:01:47,Slightly Delayed,1887.33,Cash,76823,122,12.0,1,Large"
"8453462258,2875442,2024-02-10 11:44:52,2024-02-10 11:57:52,2024-02-10 11:53:52,On Time,310.87,Wallet,98449,7996,-4.0,0,Small"
"4605056279,23976957,2024-05-04 16:33:12,2024-05-04 16:43:12,2024-05-04 16:46:12,On Time,1252.01,Cash,33098,5016,3.0,1,Large"
"5998035939,88324928,2024-02-22 01:21:53,2024-02-22 01:33:53,2024-02-22 01:31:53,On Time,3279.72,Card,25912,2444,-2.0,0,Premium"
"2311501690,27698051,2024-03-26 04:58:36,2024-03-26 05:08:36,2024-03-26 05:06:36,On Time,2643.08,Wallet,81872,5650,-2.0,0,Premium"
"356495722,91312072,2024-06-02 00:20:24,2024-06-02 00:34:24,2024-06-02 00:34:24,On Time,1978.25,Wallet,57795,8433,0.0,0,Large"
"2695448838,47274329,2023-06-10 23:54:52,2023-06-11 00:08:52,2023-06-11 00:15:52,Slightly Delayed,2516.12,Upi,56011,7288,7.0,1,Premium"
"6986791144,27692428,2023-09-08 14:24:07,2023-09-08 14:34:07,2023-09-08 14:46:07,Slightly Delayed,1068.15,Cash,75461,2795,12.0,1,Large"
"8619571588,31456752,2024-01-17 05:28:00,2024-01-17 05:42:00,2024-01-17 05:39:00,On Time,1597.12,Upi,12944,5680,-3.0,0,Large"
"4088553674,52913011,2023-08-25 10:14:30,2023-08-25 10:31:30,2023-08-25 10:58:30,Significantly Delayed,3986.58,Wallet,65634,684,27.0,1,Premium"
"8177907004,60757351,2024-01-08 21:14:32,2024-01-08 21:31:32,2024-01-08 21:56:32,Significantly Delayed,2575.85,Wallet,92178,6516,25.0,1,Premium"
"8533749006,91590001,2024-10-30 16:37:32,2024-10-30 16:51:32,2024-10-30 16:59:32,Slightly Delayed,1552.93,Cash,95607,5890,8.0,1,Large"
"8694014791,48778633,2023-08-06 05:36:59,2023-08-06 05:54:59,2023-08-06 06:02:59,Slightly Delayed,1908.82,Card,73862,7614,8.0,1,Large"
"6311012195,10857389,2023-07-27 14:54:16,2023-07-27 15:11:16,2023-07-27 15:09:16,On Time,824.99,Upi,20432,5396,-2.0,0,Medium"
"1312767771,26412689,2024-09-17 05:59:27,2024-09-17 06:17:27,2024-09-17 06:22:27,On Time,2147.13,Wallet,97744,5147,5.0,1,Premium"
"214919848,47125914,2024-01-06 07:43:13,2024-01-06 08:00:13,2024-01-06 08:05:13,On Time,2503.81,Cash,66328,520,5.0,1,Premium"
"5521682945,26303194,2024-07-24 07:21:55,2024-07-24 07:41:55,2024-07-24 07:49:55,Slightly Delayed,2548.33,Cash,20204,9172,8.0,1,Premium"
"5305770811,92642745,2024-10-31 07:17:51,2024-10-31 07:27:51,2024-10-31 07:33:51,Slightly Delayed,3254.9,Cash,76080,1988,6.0,1,Premium"
"5842420654,43307488,2024-05-06 11:58:12,2024-05-06 12:16:12,2024-05-06 12:22:12,Slightly Delayed,261.03,Wallet,60389,553,6.0,1,Small"
"4566893863,88739922,2023-10-28 09:34:39,2023-10-28 09:45:39,2023-10-28 09:44:39,On Time,3739.44,Wallet,40507,1670,-1.0,0,Premium"
"1523729855,54730270,2024-09-03 04:50:19,2024-09-03 05:03:19,2024-09-03 05:02:19,On Time,629.24,Upi,84566,9830,-1.0,0,Medium"
"2899786983,31456752,2023-10-24 12:09:46,2023-10-24 12:20:46,2023-10-24 12:21:46,On Time,5183.93,Upi,14386,4153,1.0,1,Premium"
"9202528884,64940409,2024-05-27 13:54:56,2024-05-27 14:06:56,2024-05-27 14:36:56,Significantly Delayed,3369.19,Cash,33556,3699,30.0,1,Premium"
"4338327693,93617659,2024-05-19 02:21:08,2024-05-19 02:36:08,2024-05-19 02:49:08,Slightly Delayed,3948.26,Cash,98866,4231,13.0,1,Premium"
"6295686357,76533277,2024-01-10 07:54:01,2024-01-10 08:05:01,2024-01-10 08:04:01,On Time,2769.76,Cash,81081,3737,-1.0,0,Premium"
"6396194687,61406908,2024-01-20 20:37:11,2024-01-20 20:57:11,2024-01-20 21:01:11,On Time,4492.32,Wallet,43588,676,4.0,1,Premium"
"5662786245,21409946,2023-04-21 00:24:45,2023-04-21 00:37:45,2023-04-21 00:38:45,On Time,4920.92,Cash,39082,1501,1.0,1,Premium"
"4868150114,69761993,2024-01-08 03:21:32,2024-01-08 03:37:32,2024-01-08 03:54:32,Significantly Delayed,2720.81,Card,52501,9235,17.0,1,Premium"
"502764834,96903782,2024-08-02 18:00:51,2024-08-02 18:13:51,2024-08-02 18:18:51,On Time,3197.48,Card,88857,4419,5.0,1,Premium"
"5056125341,26040510,2023-05-23 01:52:56,2023-05-23 02:11:56,2023-05-23 02:22:56,Slightly Delayed,3503.97,Wallet,39430,4592,11.0,1,Premium"
"6388618916,96511007,2024-01-26 22:01:18,2024-01-26 22:11:18,2024-01-26 22:12:18,On Time,2761.44,Wallet,62559,7106,1.0,1,Premium"
"3508668494,75836905,2024-01-25 01:04:27,2024-01-25 01:14:27,2024-01-25 01:14:27,On Time,2359.1,Card,92900,481,0.0,0,Premium"
"5289436093,98211325,2024-04-18 13:18:14,2024-04-18 13:35:14,2024-04-18 14:01:14,Significantly Delayed,1789.25,Wallet,77152,6523,26.0,1,Large"
